Representation,Embedding_Model,Clustering_Algorithm,K_or_Params,ARI,NMI,Silhouette,Noise_Fraction
concatenate,allenai-specter,gmm,11,0.2526345647953494,0.449897552830801,0.0657206401228904,
concatenate,allenai-specter,gmm,12,0.2340951569646151,0.4468574547292985,0.0659647434949874,
concatenate,allenai-specter,hdbscan,5,0.0053978625336177,0.0380141017922796,0.0565638989210128,0.5732
concatenate,allenai-specter,hdbscan,10,0.7288303230857012,0.6719424143318249,0.2653317749500274,0.9412
concatenate,allenai-specter,hdbscan,20,0.778609092615485,0.6279337949649367,0.3045828342437744,0.9542
concatenate,allenai-specter,hdbscan,30,0.8292896964803772,0.6663551771450835,0.3185500502586365,0.9542
concatenate,allenai-specter,hdbscan,50,0.898398901446723,0.7463256806089843,0.3286700546741485,0.952
concatenate,allenai-specter,hdbscan,100,0.0,0.0,0.0,1.0
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,3,0.3712565186353754,0.3861040759479163,0.06127155944705,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,4,0.4441723996454084,0.4593584167504818,0.0596293471753597,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,5,0.3984716484516312,0.4789388737572946,0.0570261776447296,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,6,0.3190430396392658,0.4589866935534961,0.0473068207502365,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,7,0.3036880323198194,0.4569750508911234,0.0462421178817749,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,8,0.32584541289668,0.4904750283068085,0.0411756336688995,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,9,0.2952748776184117,0.4677572276761709,0.0466807298362255,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,10,0.3174564557480237,0.4992749457657991,0.042813666164875,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,11,0.2864824558649884,0.4888758609064187,0.0432408526539802,
concatenate,sentence-transformers-all-MiniLM-L6-v2,kmeans,12,0.2625965227429699,0.4850950144020129,0.0422718673944473,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,3,0.3742241536966826,0.3900651980253907,0.0611398853361606,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,4,0.3296997697633554,0.4088958404090368,0.0554431267082691,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,5,0.3996570659194482,0.4785279730276127,0.0577168092131614,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,6,0.3850354055998257,0.4720609074966068,0.0553644523024559,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,7,0.4075913632169682,0.5093666970804269,0.0500037744641304,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,8,0.3171736262336571,0.4788347895558711,0.0421535521745681,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,9,0.3126844683061398,0.4699296845398681,0.0473085530102252,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,10,0.2839463976714298,0.4652491270388702,0.0471098311245441,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,11,0.2684304370433891,0.4597357412593658,0.0469800680875778,
concatenate,sentence-transformers-all-MiniLM-L6-v2,gmm,12,0.304415233976364,0.5042452737247132,0.0416204519569873,
concatenate,sentence-transformers-all-MiniLM-L6-v2,hdbscan,5,0.7555761907499394,0.7438229499971234,0.1174889132380485,0.8156
concatenate,sentence-transformers-all-MiniLM-L6-v2,hdbscan,10,0.0055925969715434,0.0155163991284383,0.0675874650478363,0.5408
concatenate,sentence-transformers-all-MiniLM-L6-v2,hdbscan,20,0.8720494766173965,0.8654139089565045,0.2141554355621338,0.8932
concatenate,sentence-transformers-all-MiniLM-L6-v2,hdbscan,30,0.8919232728028741,0.856247225280561,0.2373069673776626,0.909
concatenate,sentence-transformers-all-MiniLM-L6-v2,hdbscan,50,0.8988774108651059,0.8505886911774505,0.2476768046617508,0.919
concatenate,sentence-transformers-all-MiniLM-L6-v2,hdbscan,100,0.9393805333498416,0.8935085909611155,0.2563580572605133,0.9246
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,3,0.3482151669340747,0.392431512643918,0.0628084987401962,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,4,0.4187129712663407,0.4542562454715672,0.0647317394614219,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,5,0.3960561540984069,0.4876862726789614,0.0630461648106575,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,6,0.3104056501850676,0.4715633234385948,0.0519296936690807,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,7,0.3053975459742562,0.4658252972529746,0.0541262328624725,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,8,0.326018283917085,0.5061806762496315,0.0485759526491165,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,9,0.3364140545990337,0.5168283605279075,0.0475978814065456,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,10,0.3236786532553473,0.5122815623120252,0.0501529648900032,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,11,0.319901691291614,0.515231496920075,0.0513541884720325,
concatenate,sentence-transformers-all-mpnet-base-v2,kmeans,12,0.2887731572163427,0.5071403055548689,0.0479689501225948,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,3,0.3482151669340747,0.392431512643918,0.0628084987401962,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,4,0.322184662537041,0.4273883560795736,0.0569511950016021,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,5,0.3975506371716034,0.4863302143549119,0.0635420009493827,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,6,0.3855101533199184,0.4814696624614276,0.0630591437220573,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,7,0.4129898379576137,0.5243954285897445,0.0574611127376556,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,8,0.4067611274440408,0.4981022965891662,0.0590406730771064,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,9,0.2870861328795361,0.4597826216420327,0.0562132559716701,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,10,0.3045123230013222,0.5013164276206983,0.0512127913534641,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,11,0.2992655896007504,0.5081449693592163,0.0522486567497253,
concatenate,sentence-transformers-all-mpnet-base-v2,gmm,12,0.2891661963537307,0.5071441732357805,0.0510485358536243,
concatenate,sentence-transformers-all-mpnet-base-v2,hdbscan,5,-0.0006110504831923,0.0126694517414445,0.0054249628446996,0.4024
concatenate,sentence-transformers-all-mpnet-base-v2,hdbscan,10,0.4945599074137001,0.5884251044194042,0.1137791946530342,0.718
concatenate,sentence-transformers-all-mpnet-base-v2,hdbscan,20,0.0152063278075006,0.0520996461223171,0.0752888545393943,0.632
concatenate,sentence-transformers-all-mpnet-base-v2,hdbscan,30,0.7654301700578491,0.7653760253345809,0.2010077983140945,0.8706
concatenate,sentence-transformers-all-mpnet-base-v2,hdbscan,50,0.6078367121332744,0.6246702745637155,0.1759054213762283,0.849
concatenate,sentence-transformers-all-mpnet-base-v2,hdbscan,100,0.7690690234721081,0.7177670487477373,0.2055187970399856,0.8718
hybrid,allenai-scibert_scivocab_uncased,kmeans,3,0.424050939896913,0.4165208091566258,0.1056662574410438,
hybrid,allenai-scibert_scivocab_uncased,kmeans,4,0.4710298685153363,0.4637822381212386,0.1034150645136833,
hybrid,allenai-scibert_scivocab_uncased,kmeans,5,0.3596067973962436,0.4448718857448516,0.0790412500500679,
hybrid,allenai-scibert_scivocab_uncased,kmeans,6,0.4003920757591522,0.481134805568028,0.0762075558304786,
hybrid,allenai-scibert_scivocab_uncased,kmeans,7,0.3871799560438108,0.4758437103377633,0.0747510492801666,
hybrid,allenai-scibert_scivocab_uncased,kmeans,8,0.3538793844390662,0.4675594229692102,0.069612942636013,
hybrid,allenai-scibert_scivocab_uncased,kmeans,9,0.303813668057004,0.4492688617243939,0.0646309703588485,
hybrid,allenai-scibert_scivocab_uncased,kmeans,10,0.2581298161421307,0.4409981408966477,0.0554572157561779,
hybrid,allenai-scibert_scivocab_uncased,kmeans,11,0.2441461194481056,0.4345805204714341,0.0562057606875896,
hybrid,allenai-scibert_scivocab_uncased,kmeans,12,0.242354342883368,0.4371149470835307,0.0528791546821594,
hybrid,allenai-scibert_scivocab_uncased,gmm,3,0.424050939896913,0.4165208091566258,0.1056662574410438,
hybrid,allenai-scibert_scivocab_uncased,gmm,4,0.3161806352722752,0.3948686101552858,0.0736455023288726,
hybrid,allenai-scibert_scivocab_uncased,gmm,5,0.2999958488900305,0.3957919046708721,0.0657442808151245,
hybrid,allenai-scibert_scivocab_uncased,gmm,6,0.4003920757591522,0.481134805568028,0.0762075558304786,
hybrid,allenai-scibert_scivocab_uncased,gmm,7,0.3894580474857784,0.4763629402730813,0.0750430449843406,
hybrid,allenai-scibert_scivocab_uncased,gmm,8,0.3538793844390662,0.4675594229692102,0.069612942636013,
hybrid,allenai-scibert_scivocab_uncased,gmm,9,0.3030382841662762,0.4493941048182927,0.0644737035036087,
hybrid,allenai-scibert_scivocab_uncased,gmm,10,0.2571537615043182,0.4385981009610321,0.0554206073284149,
hybrid,allenai-scibert_scivocab_uncased,gmm,11,0.2616124152621326,0.441756954153609,0.0519944168627262,
hybrid,allenai-scibert_scivocab_uncased,gmm,12,0.237625569374629,0.4346901978644974,0.0565089583396911,
hybrid,allenai-scibert_scivocab_uncased,hdbscan,5,0.5121560882806053,0.6417951609209137,0.1064086034893989,0.8462
hybrid,allenai-scibert_scivocab_uncased,hdbscan,10,0.7408522826662751,0.7363224670489166,0.2497124969959259,0.8328
hybrid,allenai-scibert_scivocab_uncased,hdbscan,20,0.7695359615300913,0.7551792929588217,0.2682491242885589,0.8768
hybrid,allenai-scibert_scivocab_uncased,hdbscan,30,0.6792463252726693,0.6902268835417981,0.2507886886596679,0.863
hybrid,allenai-scibert_scivocab_uncased,hdbscan,50,0.3572522183150677,0.4142719687887214,0.2434400171041488,0.8544
hybrid,allenai-scibert_scivocab_uncased,hdbscan,100,0.0,0.0,0.0,1.0
hybrid,allenai-specter,kmeans,3,0.3951652307837268,0.4188746395973307,0.0842073336243629,
hybrid,allenai-specter,kmeans,4,0.4986819216692011,0.4794886313032646,0.0836862176656723,
hybrid,allenai-specter,kmeans,5,0.3723102531143262,0.4652315993689437,0.0817965343594551,
hybrid,allenai-specter,kmeans,6,0.3446030534804423,0.452951655889772,0.0817166417837143,
hybrid,allenai-specter,kmeans,7,0.3385297465872227,0.4814586948299118,0.0673184096813201,
hybrid,allenai-specter,kmeans,8,0.331099283982125,0.4671222927945614,0.0661103501915931,
hybrid,allenai-specter,kmeans,9,0.2800146626342236,0.4577932922345807,0.0660286992788314,
hybrid,allenai-specter,kmeans,10,0.2600121161575608,0.4543589123744831,0.0641006082296371,
hybrid,allenai-specter,kmeans,11,0.2423133416786435,0.4530191971763826,0.0667733177542686,
hybrid,allenai-specter,kmeans,12,0.2355550884713743,0.4521242063995313,0.0678045749664306,
hybrid,allenai-specter,gmm,3,0.3841167049564894,0.3819014948770348,0.0734888762235641,
hybrid,allenai-specter,gmm,4,0.4972062879376071,0.4789023663694235,0.0834967121481895,
hybrid,allenai-specter,gmm,5,0.3718790082841896,0.4646638886221436,0.0817551687359809,
hybrid,allenai-specter,gmm,6,0.3446030534804423,0.452951655889772,0.0817166417837143,
hybrid,allenai-specter,gmm,7,0.3152937630919785,0.4468113554075795,0.0665427893400192,
hybrid,allenai-specter,gmm,8,0.2555529482270469,0.4295062365961788,0.0644034668803215,
hybrid,allenai-specter,gmm,9,0.2991400748854504,0.4549610706581253,0.0618676282465457,
hybrid,allenai-specter,gmm,10,0.2600121161575608,0.4543589123744831,0.0641006082296371,
hybrid,allenai-specter,gmm,11,0.2474630864553191,0.4545878826316344,0.0651357769966125,
hybrid,allenai-specter,gmm,12,0.2306402216133996,0.4488113307601182,0.0663099512457847,
hybrid,allenai-specter,hdbscan,5,0.0060032993207191,0.0364545706919085,0.0411163717508316,0.5818
hybrid,allenai-specter,hdbscan,10,0.906949283894384,0.8110335682293953,0.2789156436920166,0.9516
hybrid,allenai-specter,hdbscan,20,0.7476728866331058,0.6204702957330417,0.2876522839069366,0.9478
hybrid,allenai-specter,hdbscan,30,0.8351333360444406,0.6883482422125047,0.3195130228996277,0.9528
hybrid,allenai-specter,hdbscan,50,0.864970168752651,0.7129285222070371,0.327806293964386,0.9524
hybrid,allenai-specter,hdbscan,100,0.0,0.0,0.0,1.0
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,3,0.3694573824275702,0.3850338229319329,0.0611911639571189,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,4,0.4467800063876942,0.4607005684989159,0.0599884763360023,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,5,0.3974848982720791,0.4803485917307229,0.0566047616302967,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,6,0.318315171915775,0.4598752501804697,0.0473850965499877,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,7,0.3057389837229307,0.4557346895026659,0.0461513623595237,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,8,0.3191560227278305,0.4766299732801835,0.0470966547727584,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,9,0.3334956277616146,0.5097983827175389,0.0433320850133895,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,10,0.3184193121257768,0.5020633537826048,0.042413305491209,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,11,0.2947433395194698,0.4942878861791798,0.0426129475235939,
hybrid,sentence-transformers-all-MiniLM-L6-v2,kmeans,12,0.2828261275891476,0.4999366394629373,0.042701568454504,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,3,0.3763755654698787,0.3935104366818708,0.0612442642450332,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,4,0.3299412820661986,0.409947433291329,0.0554120726883411,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,5,0.399203375579909,0.4793127026397515,0.0577594861388206,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,6,0.3869564586528622,0.4742747440836157,0.0554583966732025,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,7,0.4018472015466208,0.4948758769941579,0.0507398582994937,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,8,0.3703889191959651,0.4763146936072063,0.0532468035817146,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,9,0.2913773087341028,0.4666616911490038,0.0449213981628418,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,10,0.309789897939258,0.4898250035694765,0.0452219098806381,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,11,0.3045266657222718,0.4994809889170401,0.0448690764605999,
hybrid,sentence-transformers-all-MiniLM-L6-v2,gmm,12,0.2907738715933225,0.5015981491262814,0.0430652163922786,
hybrid,sentence-transformers-all-MiniLM-L6-v2,hdbscan,5,0.7640903711785063,0.7546668339170122,0.1442055106163025,0.821
hybrid,sentence-transformers-all-MiniLM-L6-v2,hdbscan,10,0.0055639652885835,0.0152089078329352,0.0675814524292945,0.558
hybrid,sentence-transformers-all-MiniLM-L6-v2,hdbscan,20,0.8898305758983603,0.876445896385886,0.219848483800888,0.9016
hybrid,sentence-transformers-all-MiniLM-L6-v2,hdbscan,30,0.8860556925171513,0.838999092956098,0.2400615364313125,0.915
hybrid,sentence-transformers-all-MiniLM-L6-v2,hdbscan,50,0.904451209605047,0.8671095502617455,0.2467440068721771,0.9184
hybrid,sentence-transformers-all-MiniLM-L6-v2,hdbscan,100,0.9332876147018224,0.8865057764827691,0.2580890357494354,0.9266
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,3,0.346831046258391,0.3917198832965201,0.0629056990146637,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,4,0.4197631146161762,0.4546415775708155,0.0647825300693512,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,5,0.3957786702922136,0.4893599784787932,0.0629187002778053,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,6,0.3114364332325722,0.4720703795114368,0.0519341416656971,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,7,0.3060916808658282,0.4681299266686096,0.0541700795292854,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,8,0.3270335031715243,0.5059968953547865,0.048589002341032,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,9,0.3358716679597069,0.5166094303906786,0.0477046258747577,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,10,0.3403960550684844,0.5248574409245217,0.0474049672484397,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,11,0.3186044972401207,0.5205015631173658,0.0491104312241077,
hybrid,sentence-transformers-all-mpnet-base-v2,kmeans,12,0.3117716999707769,0.5199120622664302,0.0505156591534614,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,3,0.3472261746580367,0.3926811042057426,0.0629334822297096,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,4,0.3215575227656565,0.4278330760661997,0.0570518262684345,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,5,0.4461581428871716,0.4999929959051513,0.0561828017234802,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,6,0.38590118412755,0.4803844310400965,0.0630441382527351,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,7,0.411520391428526,0.5233872362891019,0.057431299239397,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,8,0.3066037247493142,0.4707475352053636,0.0568934455513954,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,9,0.2866254256600555,0.4600001796676229,0.0561946220695972,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,10,0.2563937741354678,0.464758744522083,0.0559692271053791,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,11,0.3125441600003789,0.5073667783415451,0.0490437485277652,
hybrid,sentence-transformers-all-mpnet-base-v2,gmm,12,0.2681921806241668,0.4716857752537117,0.0522551760077476,
hybrid,sentence-transformers-all-mpnet-base-v2,hdbscan,5,-0.0012775889388987,0.0013473490271979,0.0462846420705318,0.3066
hybrid,sentence-transformers-all-mpnet-base-v2,hdbscan,10,0.0365517279525852,0.1321239218203249,0.039463497698307,0.5652
hybrid,sentence-transformers-all-mpnet-base-v2,hdbscan,20,0.016232390419192,0.0553473268486914,0.0762115940451622,0.6278
hybrid,sentence-transformers-all-mpnet-base-v2,hdbscan,30,0.7765305869542485,0.7698018927868909,0.2007202357053756,0.8704
hybrid,sentence-transformers-all-mpnet-base-v2,hdbscan,50,0.6070827893427799,0.6217671545186119,0.1762891262769699,0.8468
hybrid,sentence-transformers-all-mpnet-base-v2,hdbscan,100,0.7611348013694363,0.7163554024568849,0.2036871314048767,0.8716
